Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,GST (%),Tax,Total,Gross Income,Payment,Rating,Date,Day of Week
INV01138,B,Chennai,Normal,Male,Food and beverages,60.33,3,5,9.05,180.99,190.04,Ewallet,9.6,2/13/2025,Thursday
INV01139,C,Delhi,Normal,Male,Home and lifestyle,36.66,1,18,6.6,36.66,43.26,Cash,9.3,7/8/2025,Tuesday
INV01140,B,Ahmedabad,Normal,Male,Food and beverages,94.04,6,5,28.21,564.24,592.45,Cash,6.8,8/27/2024,Tuesday
INV01141,A,Delhi,Normal,Female,Home and lifestyle,35.53,1,18,6.4,35.53,41.93,Credit card,6.4,3/17/2025,Monday
INV01142,C,Kolkata,Normal,Female,Sports and travel,11.64,7,5,4.07,81.48,85.55,Credit card,9.1,11/17/2024,Sunday
INV01143,A,Kolkata,Member,Male,Home and lifestyle,64.58,1,18,11.62,64.58,76.2,Cash,4.7,11/29/2024,Friday
INV01144,B,Ahmedabad,Normal,Male,Sports and travel,76.68,2,5,7.67,153.36,161.03,Ewallet,5.0,3/25/2025,Tuesday
INV01145,B,Mumbai,Normal,Female,Health and beauty,56.82,1,12,6.82,56.82,63.64,Cash,8.0,4/16/2025,Wednesday
INV01146,B,Pune,Normal,Female,Sports and travel,43.84,2,5,4.38,87.68,92.06,Ewallet,6.1,10/28/2024,Monday
INV01147,C,Mumbai,Member,Male,Food and beverages,58.49,3,5,8.77,175.47,184.24,Cash,6.4,11/15/2024,Friday
INV01148,A,Ahmedabad,Member,Male,Food and beverages,43.38,4,5,8.68,173.52,182.2,Credit card,9.1,4/19/2025,Saturday
INV01149,C,Chennai,Member,Female,Sports and travel,51.17,2,5,5.12,102.34,107.46,Cash,9.2,1/21/2025,Tuesday
INV01150,B,Ahmedabad,Member,Female,Sports and travel,58.14,6,5,17.44,348.84,366.28,Ewallet,9.8,10/10/2024,Thursday
INV01151,C,Pune,Normal,Female,Electronic accessories,69.5,2,18,25.02,139.0,164.02,Ewallet,7.5,6/9/2025,Monday
INV01152,A,Hyderabad,Member,Female,Electronic accessories,40.86,5,18,36.77,204.3,241.07,Credit card,9.0,6/13/2025,Friday
INV01153,A,Chennai,Member,Male,Electronic accessories,97.71,1,18,17.59,97.71,115.3,Cash,6.8,5/1/2025,Thursday
INV01154,C,Delhi,Normal,Male,Home and lifestyle,88.26,8,18,127.09,706.08,833.17,Ewallet,8.0,8/15/2024,Thursday
INV01155,A,Hyderabad,Member,Male,Health and beauty,34.33,1,12,4.12,34.33,38.45,Cash,9.4,3/1/2025,Saturday
INV01156,B,Pune,Member,Female,Food and beverages,12.47,5,5,3.12,62.35,65.47,Ewallet,8.1,9/11/2024,Wednesday
INV01157,B,Ahmedabad,Member,Female,Home and lifestyle,71.07,4,18,51.17,284.28,335.45,Ewallet,6.4,2/3/2025,Monday
INV01158,A,Hyderabad,Normal,Male,Health and beauty,64.31,8,12,61.74,514.48,576.22,Ewallet,4.8,4/26/2025,Saturday
INV01159,B,Delhi,Normal,Female,Sports and travel,56.91,8,5,22.76,455.28,478.04,Ewallet,8.0,5/2/2025,Friday
INV01160,C,Delhi,Normal,Female,Fashion accessories,45.25,1,12,5.43,45.25,50.68,Credit card,10.0,5/1/2025,Thursday
INV01161,B,Ahmedabad,Member,Female,Food and beverages,10.74,2,5,1.07,21.48,22.55,Cash,6.2,2/23/2025,Sunday
INV01162,B,Delhi,Normal,Female,Health and beauty,24.43,2,12,5.86,48.86,54.72,Credit card,5.0,6/29/2025,Sunday
INV01163,B,Hyderabad,Normal,Male,Health and beauty,52.1,3,12,18.76,156.3,175.06,Cash,6.2,1/20/2025,Monday
INV01164,A,Kolkata,Normal,Female,Health and beauty,79.18,6,12,57.01,475.08,532.09,Ewallet,8.2,12/24/2024,Tuesday
INV01165,C,Pune,Normal,Female,Fashion accessories,45.68,5,12,27.41,228.4,255.81,Ewallet,5.3,5/18/2025,Sunday
INV01166,C,Chennai,Normal,Male,Home and lifestyle,81.77,5,18,73.59,408.85,482.44,Credit card,10.0,6/25/2025,Wednesday
INV01167,B,Pune,Normal,Male,Fashion accessories,76.67,2,12,18.4,153.34,171.74,Ewallet,8.1,2/4/2025,Tuesday
INV01168,B,Mumbai,Member,Male,Electronic accessories,14.92,3,18,8.06,44.76,52.82,Credit card,6.1,3/30/2025,Sunday
INV01169,A,Pune,Normal,Female,Home and lifestyle,34.31,1,18,6.18,34.31,40.49,Credit card,9.9,2/14/2025,Friday
INV01170,B,Chennai,Normal,Male,Home and lifestyle,65.96,6,18,71.24,395.76,467.0,Ewallet,5.9,2/4/2025,Tuesday
INV01171,A,Mumbai,Member,Female,Food and beverages,26.53,9,5,11.94,238.77,250.71,Credit card,7.5,12/19/2024,Thursday
INV01172,A,Bangalore,Member,Female,Food and beverages,52.86,8,5,21.14,422.88,444.02,Cash,4.0,11/7/2024,Thursday
INV01173,A,Pune,Normal,Female,Sports and travel,71.56,6,5,21.47,429.36,450.83,Credit card,5.8,1/2/2025,Thursday
INV01174,B,Bangalore,Member,Male,Health and beauty,39.61,9,12,42.78,356.49,399.27,Credit card,9.4,6/16/2025,Monday
INV01175,A,Mumbai,Member,Female,Electronic accessories,65.24,1,18,11.74,65.24,76.98,Ewallet,8.6,2/24/2025,Monday
INV01176,A,Pune,Member,Female,Home and lifestyle,42.5,1,18,7.65,42.5,50.15,Credit card,7.1,2/1/2025,Saturday
INV01177,C,Mumbai,Member,Female,Sports and travel,76.94,7,5,26.93,538.58,565.51,Cash,6.7,6/17/2025,Tuesday
INV01178,B,Ahmedabad,Normal,Male,Home and lifestyle,36.67,6,18,39.6,220.02,259.62,Cash,9.3,3/23/2025,Sunday
INV01179,C,Chennai,Member,Male,Home and lifestyle,21.84,1,18,3.93,21.84,25.77,Ewallet,8.7,2/22/2025,Saturday
INV01180,B,Chennai,Member,Male,Health and beauty,47.36,3,12,17.05,142.08,159.13,Cash,9.3,1/6/2025,Monday
INV01181,C,Chennai,Normal,Male,Home and lifestyle,72.47,5,18,65.22,362.35,427.57,Ewallet,7.9,4/4/2025,Friday
INV01182,B,Mumbai,Normal,Female,Electronic accessories,25.91,4,18,18.66,103.64,122.3,Credit card,4.3,9/29/2024,Sunday
INV01183,C,Delhi,Member,Female,Health and beauty,91.04,1,12,10.92,91.04,101.96,Credit card,7.9,7/22/2025,Tuesday
INV01184,B,Pune,Normal,Female,Food and beverages,84.45,2,5,8.44,168.9,177.34,Credit card,7.2,6/11/2025,Wednesday
INV01185,A,Chennai,Member,Female,Health and beauty,60.74,5,12,36.44,303.7,340.14,Ewallet,9.1,4/26/2025,Saturday
INV01186,C,Pune,Normal,Female,Sports and travel,68.57,1,5,3.43,68.57,72.0,Ewallet,9.0,11/26/2024,Tuesday
INV01187,A,Mumbai,Normal,Female,Food and beverages,71.0,7,5,24.85,497.0,521.85,Credit card,5.4,4/22/2025,Tuesday
INV01188,B,Bangalore,Member,Male,Sports and travel,46.45,2,5,4.65,92.9,97.55,Credit card,5.2,6/17/2025,Tuesday
INV01189,B,Delhi,Normal,Female,Health and beauty,75.19,7,12,63.16,526.33,589.49,Credit card,6.2,11/14/2024,Thursday
INV01190,B,Bangalore,Normal,Female,Health and beauty,92.97,2,12,22.31,185.94,208.25,Cash,6.3,2/7/2025,Friday
INV01191,C,Bangalore,Normal,Male,Electronic accessories,64.97,6,18,70.17,389.82,459.99,Cash,4.3,9/7/2024,Saturday
INV01192,A,Kolkata,Member,Male,Food and beverages,92.07,6,5,27.62,552.42,580.04,Credit card,9.5,10/25/2024,Friday
INV01193,A,Delhi,Normal,Male,Sports and travel,60.71,8,5,24.28,485.68,509.96,Ewallet,9.1,8/31/2024,Saturday
INV01194,C,Ahmedabad,Normal,Female,Food and beverages,86.59,7,5,30.31,606.13,636.44,Credit card,7.2,4/26/2025,Saturday
INV01195,B,Ahmedabad,Member,Female,Health and beauty,90.42,6,12,65.1,542.52,607.62,Credit card,9.3,9/19/2024,Thursday
INV01196,B,Pune,Normal,Male,Sports and travel,18.28,5,5,4.57,91.4,95.97,Cash,5.0,5/13/2025,Tuesday
INV01197,C,Kolkata,Normal,Male,Home and lifestyle,65.77,5,18,59.19,328.85,388.04,Ewallet,7.2,4/22/2025,Tuesday
INV01198,C,Bangalore,Normal,Male,Home and lifestyle,69.27,6,18,74.81,415.62,490.43,Credit card,8.8,10/26/2024,Saturday
INV01199,B,Kolkata,Member,Female,Sports and travel,10.16,8,5,4.06,81.28,85.34,Cash,4.2,7/28/2024,Sunday
INV01200,C,Pune,Member,Male,Food and beverages,13.76,3,5,2.06,41.28,43.34,Cash,6.4,12/20/2024,Friday
INV01201,C,Pune,Member,Male,Food and beverages,63.46,2,5,6.35,126.92,133.27,Cash,8.5,6/2/2025,Monday
INV01202,A,Hyderabad,Normal,Male,Fashion accessories,39.45,3,12,14.2,118.35,132.55,Cash,5.2,3/3/2025,Monday
INV01203,B,Kolkata,Member,Female,Home and lifestyle,23.16,6,18,25.01,138.96,163.97,Credit card,8.7,12/22/2024,Sunday
INV01204,A,Hyderabad,Normal,Male,Electronic accessories,57.24,5,18,51.52,286.2,337.72,Cash,4.5,10/20/2024,Sunday
INV01205,C,Hyderabad,Normal,Male,Fashion accessories,49.87,1,12,5.98,49.87,55.85,Ewallet,5.0,7/5/2025,Saturday
INV01206,B,Pune,Member,Female,Home and lifestyle,24.55,5,18,22.1,122.75,144.85,Cash,9.2,6/24/2025,Tuesday
INV01207,B,Bangalore,Member,Female,Electronic accessories,96.33,6,18,104.04,577.98,682.02,Cash,8.7,6/26/2025,Thursday
INV01208,A,Ahmedabad,Normal,Male,Health and beauty,36.68,1,12,4.4,36.68,41.08,Credit card,6.0,4/29/2025,Tuesday
INV01209,B,Hyderabad,Member,Female,Health and beauty,29.63,3,12,10.67,88.89,99.56,Ewallet,4.9,1/17/2025,Friday
INV01210,C,Hyderabad,Member,Female,Food and beverages,36.97,9,5,16.64,332.73,349.37,Credit card,9.9,10/26/2024,Saturday
INV01211,B,Ahmedabad,Member,Female,Home and lifestyle,34.15,2,18,12.29,68.3,80.59,Credit card,4.6,5/16/2025,Friday
INV01212,A,Kolkata,Member,Female,Fashion accessories,34.05,6,12,24.52,204.3,228.82,Credit card,7.4,9/21/2024,Saturday
INV01213,A,Kolkata,Member,Female,Electronic accessories,96.24,2,18,34.65,192.48,227.13,Credit card,8.6,5/13/2025,Tuesday
INV01214,A,Ahmedabad,Member,Female,Food and beverages,80.08,4,5,16.02,320.32,336.34,Ewallet,4.1,9/25/2024,Wednesday
INV01215,C,Chennai,Member,Female,Food and beverages,32.88,5,5,8.22,164.4,172.62,Cash,9.8,8/1/2024,Thursday
INV01216,A,Chennai,Member,Male,Health and beauty,11.4,3,12,4.1,34.2,38.3,Ewallet,4.9,10/13/2024,Sunday
INV01217,A,Delhi,Member,Male,Home and lifestyle,21.48,1,18,3.87,21.48,25.35,Ewallet,4.6,7/14/2025,Monday
INV01218,B,Bangalore,Normal,Female,Electronic accessories,28.2,1,18,5.08,28.2,33.28,Cash,9.9,6/2/2025,Monday
INV01219,C,Bangalore,Member,Male,Fashion accessories,41.3,9,12,44.6,371.7,416.3,Credit card,9.9,12/8/2024,Sunday
INV01220,B,Chennai,Member,Male,Food and beverages,98.74,4,5,19.75,394.96,414.71,Credit card,9.6,10/24/2024,Thursday
INV01221,C,Delhi,Normal,Female,Fashion accessories,23.7,2,12,5.69,47.4,53.09,Ewallet,6.3,11/28/2024,Thursday
INV01222,A,Bangalore,Normal,Female,Fashion accessories,73.52,5,12,44.11,367.6,411.71,Credit card,9.0,2/24/2025,Monday
INV01223,A,Kolkata,Member,Male,Food and beverages,77.94,5,5,19.48,389.7,409.18,Credit card,7.5,6/18/2025,Wednesday
INV01224,A,Pune,Member,Female,Health and beauty,40.23,4,12,19.31,160.92,180.23,Cash,4.2,11/16/2024,Saturday
INV01225,C,Ahmedabad,Member,Female,Electronic accessories,72.38,5,18,65.14,361.9,427.04,Ewallet,4.1,2/28/2025,Friday
INV01226,A,Bangalore,Normal,Male,Electronic accessories,56.56,3,18,30.54,169.68,200.22,Ewallet,8.1,12/29/2024,Sunday
INV01227,B,Ahmedabad,Member,Male,Electronic accessories,21.19,7,18,26.7,148.33,175.03,Ewallet,9.1,4/26/2025,Saturday
INV01228,A,Mumbai,Normal,Male,Sports and travel,59.15,4,5,11.83,236.6,248.43,Cash,4.6,12/6/2024,Friday
INV01229,C,Mumbai,Member,Male,Electronic accessories,14.53,9,18,23.54,130.77,154.31,Credit card,8.4,7/1/2025,Tuesday
INV01230,C,Chennai,Member,Female,Food and beverages,39.21,1,5,1.96,39.21,41.17,Cash,8.1,2/9/2025,Sunday
INV01231,C,Hyderabad,Member,Female,Fashion accessories,62.16,4,12,29.84,248.64,278.48,Cash,4.5,12/23/2024,Monday
INV01232,B,Chennai,Member,Male,Fashion accessories,88.53,5,12,53.12,442.65,495.77,Cash,7.1,2/12/2025,Wednesday
INV01233,C,Ahmedabad,Member,Male,Health and beauty,85.85,6,12,61.81,515.1,576.91,Ewallet,6.6,6/19/2025,Thursday
INV01234,B,Bangalore,Member,Female,Sports and travel,71.42,3,5,10.71,214.26,224.97,Ewallet,5.7,8/23/2024,Friday
INV01235,A,Hyderabad,Normal,Male,Sports and travel,64.59,1,5,3.23,64.59,67.82,Ewallet,10.0,12/3/2024,Tuesday
INV01236,C,Ahmedabad,Normal,Male,Health and beauty,31.21,7,12,26.22,218.47,244.69,Cash,5.8,4/11/2025,Friday
INV01237,C,Pune,Normal,Female,Sports and travel,26.57,1,5,1.33,26.57,27.9,Ewallet,7.0,4/1/2025,Tuesday
INV01238,C,Chennai,Normal,Female,Health and beauty,12.44,5,12,7.46,62.2,69.66,Ewallet,7.6,8/2/2024,Friday
INV01239,B,Kolkata,Member,Male,Home and lifestyle,59.34,6,18,64.09,356.04,420.13,Credit card,8.0,3/23/2025,Sunday
INV01240,B,Chennai,Member,Male,Food and beverages,69.52,4,5,13.9,278.08,291.98,Credit card,8.6,5/21/2025,Wednesday
INV01241,C,Chennai,Member,Female,Food and beverages,77.04,5,5,19.26,385.2,404.46,Ewallet,9.3,8/21/2024,Wednesday
INV01242,C,Hyderabad,Member,Male,Sports and travel,81.89,9,5,36.85,737.01,773.86,Ewallet,5.2,5/13/2025,Tuesday
INV01243,B,Pune,Normal,Male,Sports and travel,52.83,7,5,18.49,369.81,388.3,Cash,9.2,4/14/2025,Monday
INV01244,B,Ahmedabad,Member,Male,Food and beverages,74.64,6,5,22.39,447.84,470.23,Credit card,9.3,11/12/2024,Tuesday
INV01245,A,Delhi,Member,Female,Electronic accessories,95.69,7,18,120.57,669.83,790.4,Cash,9.6,4/28/2025,Monday
INV01246,A,Bangalore,Member,Female,Health and beauty,30.87,6,12,22.23,185.22,207.45,Cash,5.5,7/21/2025,Monday
INV01247,C,Bangalore,Normal,Female,Food and beverages,17.33,8,5,6.93,138.64,145.57,Ewallet,7.6,3/27/2025,Thursday
INV01248,A,Kolkata,Normal,Female,Health and beauty,58.19,9,12,62.85,523.71,586.56,Ewallet,7.4,9/18/2024,Wednesday
INV01249,A,Bangalore,Normal,Male,Health and beauty,78.32,1,12,9.4,78.32,87.72,Cash,6.4,3/10/2025,Monday
INV01250,C,Pune,Normal,Male,Home and lifestyle,13.61,3,18,7.35,40.83,48.18,Cash,9.7,3/16/2025,Sunday
INV01251,A,Bangalore,Member,Male,Electronic accessories,99.95,7,18,125.94,699.65,825.59,Cash,5.1,1/7/2025,Tuesday
INV01252,B,Delhi,Member,Female,Fashion accessories,33.65,2,12,8.08,67.3,75.38,Cash,8.3,7/8/2025,Tuesday
INV01253,B,Hyderabad,Member,Male,Health and beauty,47.08,6,12,33.9,282.48,316.38,Ewallet,9.2,12/19/2024,Thursday
INV01254,C,Hyderabad,Normal,Female,Health and beauty,61.31,6,12,44.14,367.86,412.0,Ewallet,6.9,9/16/2024,Monday
INV01255,B,Kolkata,Member,Female,Sports and travel,49.62,3,5,7.44,148.86,156.3,Credit card,5.5,4/5/2025,Saturday
INV01256,A,Chennai,Member,Female,Food and beverages,30.24,7,5,10.58,211.68,222.26,Credit card,8.3,10/7/2024,Monday
INV01257,C,Kolkata,Member,Male,Sports and travel,50.19,9,5,22.59,451.71,474.3,Credit card,5.8,1/24/2025,Friday
INV01258,B,Bangalore,Normal,Female,Fashion accessories,90.24,3,12,32.49,270.72,303.21,Cash,9.6,4/6/2025,Sunday
INV01259,C,Chennai,Normal,Female,Health and beauty,91.98,5,12,55.19,459.9,515.09,Credit card,6.7,7/28/2024,Sunday
INV01260,C,Bangalore,Member,Male,Sports and travel,90.28,8,5,36.11,722.24,758.35,Credit card,7.7,2/2/2025,Sunday
INV01261,B,Bangalore,Normal,Male,Fashion accessories,40.82,8,12,39.19,326.56,365.75,Cash,7.0,5/30/2025,Friday
INV01262,B,Hyderabad,Normal,Female,Sports and travel,35.97,8,5,14.39,287.76,302.15,Credit card,4.2,9/5/2024,Thursday
INV01263,A,Bangalore,Normal,Male,Sports and travel,16.4,1,5,0.82,16.4,17.22,Credit card,9.9,9/6/2024,Friday
INV01264,A,Kolkata,Normal,Female,Sports and travel,75.29,4,5,15.06,301.16,316.22,Ewallet,9.4,12/4/2024,Wednesday
INV01265,B,Ahmedabad,Normal,Male,Home and lifestyle,65.13,2,18,23.45,130.26,153.71,Cash,5.7,8/8/2024,Thursday
INV01266,A,Hyderabad,Member,Female,Health and beauty,39.67,3,12,14.28,119.01,133.29,Ewallet,6.8,9/2/2024,Monday
INV01267,B,Ahmedabad,Member,Male,Fashion accessories,72.85,1,12,8.74,72.85,81.59,Credit card,7.5,2/25/2025,Tuesday
INV01268,C,Ahmedabad,Normal,Male,Sports and travel,48.89,6,5,14.67,293.34,308.01,Cash,5.2,8/2/2024,Friday
INV01269,B,Pune,Member,Male,Home and lifestyle,21.85,3,18,11.8,65.55,77.35,Cash,8.3,2/12/2025,Wednesday
INV01270,B,Delhi,Normal,Female,Electronic accessories,60.05,9,18,97.28,540.45,637.73,Cash,7.0,7/2/2025,Wednesday
INV01271,C,Bangalore,Member,Female,Electronic accessories,91.21,9,18,147.76,820.89,968.65,Cash,9.9,1/15/2025,Wednesday
INV01272,B,Bangalore,Normal,Female,Home and lifestyle,79.26,2,18,28.53,158.52,187.05,Ewallet,7.6,3/21/2025,Friday
INV01273,B,Delhi,Member,Female,Fashion accessories,32.88,8,12,31.56,263.04,294.6,Cash,5.2,9/3/2024,Tuesday
INV01274,A,Delhi,Normal,Male,Health and beauty,96.75,3,12,34.83,290.25,325.08,Credit card,5.4,9/5/2024,Thursday
INV01275,A,Pune,Member,Male,Food and beverages,89.51,8,5,35.8,716.08,751.88,Cash,8.9,2/9/2025,Sunday
INV01276,C,Mumbai,Normal,Male,Food and beverages,19.35,6,5,5.8,116.1,121.9,Credit card,8.6,12/7/2024,Saturday
INV01277,C,Ahmedabad,Member,Female,Fashion accessories,99.28,5,12,59.57,496.4,555.97,Credit card,4.0,7/13/2025,Sunday
INV01278,B,Delhi,Normal,Female,Food and beverages,54.65,4,5,10.93,218.6,229.53,Cash,4.3,8/24/2024,Saturday
INV01279,C,Pune,Member,Male,Health and beauty,29.46,6,12,21.21,176.76,197.97,Cash,7.6,7/11/2025,Friday
INV01280,A,Chennai,Normal,Female,Fashion accessories,91.26,3,12,32.85,273.78,306.63,Ewallet,7.0,8/27/2024,Tuesday
INV01281,C,Ahmedabad,Member,Male,Sports and travel,32.56,3,5,4.88,97.68,102.56,Credit card,8.9,4/19/2025,Saturday
INV01282,C,Mumbai,Normal,Female,Food and beverages,20.3,7,5,7.1,142.1,149.2,Credit card,6.8,6/18/2025,Wednesday
INV01283,C,Hyderabad,Normal,Female,Home and lifestyle,88.18,9,18,142.85,793.62,936.47,Ewallet,9.1,11/14/2024,Thursday
INV01284,A,Pune,Member,Male,Home and lifestyle,36.69,4,18,26.42,146.76,173.18,Credit card,8.6,4/27/2025,Sunday
INV01285,B,Chennai,Normal,Female,Fashion accessories,80.07,5,12,48.04,400.35,448.39,Credit card,4.6,4/22/2025,Tuesday
INV01286,A,Kolkata,Member,Male,Health and beauty,33.01,2,12,7.92,66.02,73.94,Ewallet,4.3,10/24/2024,Thursday
INV01287,B,Kolkata,Normal,Male,Food and beverages,89.81,6,5,26.94,538.86,565.8,Ewallet,4.3,10/31/2024,Thursday
INV01288,A,Ahmedabad,Normal,Male,Fashion accessories,11.4,5,12,6.84,57.0,63.84,Credit card,6.3,6/28/2025,Saturday
INV01289,B,Bangalore,Normal,Female,Health and beauty,75.56,8,12,72.54,604.48,677.02,Credit card,9.3,8/5/2024,Monday
INV01290,B,Kolkata,Normal,Male,Home and lifestyle,79.28,6,18,85.62,475.68,561.3,Cash,4.6,4/13/2025,Sunday
INV01291,C,Mumbai,Normal,Male,Sports and travel,79.32,2,5,7.93,158.64,166.57,Ewallet,6.6,11/22/2024,Friday
INV01292,B,Ahmedabad,Member,Male,Electronic accessories,94.71,5,18,85.24,473.55,558.79,Ewallet,8.6,10/31/2024,Thursday
INV01293,A,Chennai,Normal,Male,Home and lifestyle,90.17,8,18,129.84,721.36,851.2,Ewallet,8.7,6/10/2025,Tuesday
INV01294,C,Chennai,Normal,Male,Sports and travel,23.81,4,5,4.76,95.24,100.0,Ewallet,5.5,6/4/2025,Wednesday
INV01295,B,Kolkata,Member,Male,Home and lifestyle,72.32,9,18,117.16,650.88,768.04,Ewallet,7.7,8/29/2024,Thursday
INV01296,B,Kolkata,Member,Female,Fashion accessories,49.69,7,12,41.74,347.83,389.57,Cash,9.1,12/12/2024,Thursday
INV01297,B,Ahmedabad,Member,Female,Sports and travel,43.69,8,5,17.48,349.52,367.0,Ewallet,5.0,3/4/2025,Tuesday
INV01298,C,Bangalore,Member,Female,Electronic accessories,68.17,4,18,49.08,272.68,321.76,Ewallet,5.0,11/24/2024,Sunday
INV01299,A,Kolkata,Normal,Female,Fashion accessories,52.5,7,12,44.1,367.5,411.6,Credit card,6.0,12/9/2024,Monday
INV01300,C,Hyderabad,Normal,Female,Home and lifestyle,79.94,1,18,14.39,79.94,94.33,Ewallet,7.5,10/21/2024,Monday
INV01301,A,Bangalore,Normal,Female,Sports and travel,95.5,4,5,19.1,382.0,401.1,Ewallet,6.9,9/27/2024,Friday
INV01302,B,Kolkata,Member,Female,Fashion accessories,28.99,6,12,20.87,173.94,194.81,Ewallet,9.1,9/21/2024,Saturday
INV01303,C,Mumbai,Normal,Female,Electronic accessories,85.71,1,18,15.43,85.71,101.14,Credit card,8.7,5/22/2025,Thursday
INV01304,C,Delhi,Member,Female,Electronic accessories,56.2,9,18,91.04,505.8,596.84,Credit card,6.0,7/8/2025,Tuesday
INV01305,B,Ahmedabad,Member,Male,Electronic accessories,26.27,9,18,42.56,236.43,278.99,Ewallet,8.4,6/4/2025,Wednesday
INV01306,C,Pune,Member,Male,Fashion accessories,97.53,3,12,35.11,292.59,327.7,Ewallet,6.2,11/15/2024,Friday
INV01307,A,Ahmedabad,Normal,Male,Electronic accessories,77.46,2,18,27.89,154.92,182.81,Cash,7.4,3/19/2025,Wednesday
INV01308,A,Bangalore,Normal,Female,Food and beverages,54.3,5,5,13.58,271.5,285.08,Cash,8.8,8/6/2024,Tuesday
INV01309,B,Bangalore,Member,Female,Home and lifestyle,52.88,9,18,85.67,475.92,561.59,Cash,6.9,7/26/2025,Saturday
INV01310,B,Hyderabad,Normal,Female,Health and beauty,83.75,2,12,20.1,167.5,187.6,Ewallet,4.2,7/14/2025,Monday
INV01311,A,Kolkata,Member,Female,Food and beverages,34.54,1,5,1.73,34.54,36.27,Ewallet,6.2,12/18/2024,Wednesday
INV01312,B,Kolkata,Normal,Female,Food and beverages,31.17,5,5,7.79,155.85,163.64,Credit card,6.8,12/19/2024,Thursday
INV01313,C,Ahmedabad,Member,Male,Food and beverages,75.36,3,5,11.3,226.08,237.38,Cash,4.5,5/7/2025,Wednesday
INV01314,A,Delhi,Normal,Female,Electronic accessories,57.7,5,18,51.93,288.5,340.43,Cash,8.3,11/12/2024,Tuesday
INV01315,A,Mumbai,Member,Male,Health and beauty,19.41,9,12,20.96,174.69,195.65,Credit card,4.5,4/27/2025,Sunday
INV01316,C,Mumbai,Member,Female,Fashion accessories,23.37,7,12,19.63,163.59,183.22,Cash,9.5,9/25/2024,Wednesday
INV01317,C,Pune,Normal,Male,Fashion accessories,29.85,6,12,21.49,179.1,200.59,Credit card,7.3,10/30/2024,Wednesday
INV01318,C,Kolkata,Member,Male,Sports and travel,27.47,3,5,4.12,82.41,86.53,Ewallet,6.1,4/3/2025,Thursday
INV01319,A,Ahmedabad,Member,Male,Sports and travel,78.94,9,5,35.52,710.46,745.98,Ewallet,4.8,2/4/2025,Tuesday
INV01320,C,Hyderabad,Normal,Male,Electronic accessories,29.17,2,18,10.5,58.34,68.84,Credit card,5.0,12/17/2024,Tuesday
INV01321,A,Hyderabad,Normal,Male,Home and lifestyle,24.42,3,18,13.19,73.26,86.45,Credit card,7.4,11/13/2024,Wednesday
INV01322,A,Hyderabad,Normal,Male,Home and lifestyle,80.27,8,18,115.59,642.16,757.75,Ewallet,9.4,12/27/2024,Friday
INV01323,B,Ahmedabad,Member,Male,Fashion accessories,96.68,4,12,46.41,386.72,433.13,Credit card,6.3,3/3/2025,Monday
INV01324,C,Chennai,Member,Male,Food and beverages,71.72,6,5,21.52,430.32,451.84,Ewallet,9.7,12/21/2024,Saturday
INV01325,B,Ahmedabad,Normal,Female,Health and beauty,26.18,9,12,28.27,235.62,263.89,Cash,5.6,7/2/2025,Wednesday
INV01326,A,Kolkata,Member,Male,Home and lifestyle,13.51,8,18,19.45,108.08,127.53,Credit card,5.3,9/3/2024,Tuesday
INV01327,A,Delhi,Member,Female,Health and beauty,58.48,5,12,35.09,292.4,327.49,Credit card,9.1,6/5/2025,Thursday
INV01328,B,Chennai,Member,Female,Home and lifestyle,59.66,6,18,64.43,357.96,422.39,Ewallet,9.1,8/21/2024,Wednesday
INV01329,C,Pune,Normal,Female,Health and beauty,35.89,3,12,12.92,107.67,120.59,Ewallet,5.1,6/23/2025,Monday
INV01330,C,Hyderabad,Member,Female,Sports and travel,40.75,8,5,16.3,326.0,342.3,Cash,8.5,7/12/2025,Saturday
INV01331,B,Bangalore,Member,Female,Sports and travel,81.1,2,5,8.11,162.2,170.31,Credit card,9.3,4/8/2025,Tuesday
INV01332,A,Bangalore,Member,Male,Electronic accessories,44.15,2,18,15.89,88.3,104.19,Ewallet,8.2,4/23/2025,Wednesday
INV01333,C,Hyderabad,Normal,Female,Fashion accessories,69.41,7,12,58.3,485.87,544.17,Cash,5.3,1/25/2025,Saturday
INV01334,A,Mumbai,Member,Male,Sports and travel,22.14,1,5,1.11,22.14,23.25,Credit card,7.7,7/13/2025,Sunday
INV01335,C,Chennai,Member,Male,Fashion accessories,98.17,8,12,94.24,785.36,879.6,Ewallet,8.2,7/1/2025,Tuesday
INV01336,B,Bangalore,Normal,Male,Home and lifestyle,69.74,6,18,75.32,418.44,493.76,Cash,9.9,10/18/2024,Friday
INV01337,A,Bangalore,Member,Female,Food and beverages,29.05,7,5,10.17,203.35,213.52,Ewallet,9.3,6/21/2025,Saturday
INV01338,B,Chennai,Normal,Male,Food and beverages,26.49,8,5,10.6,211.92,222.52,Credit card,9.9,10/12/2024,Saturday
INV01339,A,Kolkata,Normal,Female,Health and beauty,81.14,8,12,77.89,649.12,727.01,Credit card,8.9,7/14/2025,Monday
INV01340,A,Delhi,Member,Female,Sports and travel,51.39,1,5,2.57,51.39,53.96,Cash,4.8,7/17/2025,Thursday
INV01341,C,Bangalore,Normal,Female,Home and lifestyle,85.46,4,18,61.53,341.84,403.37,Credit card,5.6,10/6/2024,Sunday
